,frame_cnt,self_speed,detected_car_nums,short_distance_car_p0_x,short_distance_car_p0_y,short_distance_car_p1_x,short_distance_car_p1_y,short_distance_car_p2_x,short_distance_car_p2_y,short_distance_car_p3_x,short_distance_car_p3_y,safe_zone_p0_x,safe_zone_p0_y,safe_zone_p1_x,safe_zone_p1_y,safe_zone_p2_x,safe_zone_p2_y,safe_zone_p3_x,safe_zone_p3_y,label
545,545,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
546,546,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
547,547,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
548,548,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
549,549,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
550,550,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
551,551,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
552,552,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
553,553,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
554,554,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
555,555,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
556,556,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
557,557,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
558,558,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
559,559,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
560,560,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
561,561,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
562,562,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
563,563,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
564,564,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
565,565,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
566,566,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
567,567,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
568,568,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
569,569,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
570,570,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
571,571,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
572,572,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
573,573,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
574,574,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
575,575,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
576,576,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
577,577,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
578,578,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
579,579,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
580,580,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
581,581,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
582,582,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
583,583,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
584,584,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
585,585,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
586,586,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
587,587,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
588,588,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
589,589,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
590,590,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
591,591,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
592,592,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
593,593,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
594,594,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
595,595,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
596,596,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
597,597,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
598,598,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
599,599,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
600,600,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
601,601,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
602,602,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
603,603,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
604,604,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
605,605,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
606,606,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
607,607,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
608,608,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
609,609,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
610,610,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
611,611,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
612,612,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
613,613,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
614,614,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
615,615,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
616,616,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
617,617,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
618,618,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
619,619,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
620,620,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
621,621,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
622,622,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
623,623,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
624,624,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
625,625,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
626,626,0,2,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
627,627,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
628,628,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
629,629,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
630,630,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
631,631,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
632,632,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
633,633,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
634,634,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
635,635,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
636,636,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
637,637,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
638,638,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
639,639,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
640,640,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
641,641,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
642,642,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
643,643,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
644,644,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
645,645,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
646,646,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
647,647,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
648,648,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
649,649,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
650,650,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
651,651,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
652,652,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
653,653,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
654,654,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
655,655,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
656,656,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
657,657,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
658,658,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
659,659,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
660,660,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
661,661,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
662,662,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
663,663,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
664,664,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
665,665,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
666,666,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
667,667,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
668,668,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
669,669,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
670,670,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
671,671,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
672,672,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
673,673,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
674,674,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
675,675,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
676,676,0,2,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
677,677,0,2,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
678,678,0,2,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
679,679,0,2,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
680,680,0,2,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
681,681,0,2,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
682,682,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
683,683,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
684,684,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
685,685,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
686,686,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
687,687,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
688,688,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
689,689,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
690,690,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
691,691,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
692,692,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
693,693,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
694,694,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
695,695,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
696,696,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
697,697,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
698,698,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
699,699,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
700,700,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
701,701,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
702,702,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
703,703,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
704,704,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
705,705,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
706,706,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
707,707,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
708,708,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
709,709,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
710,710,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
711,711,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
712,712,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
713,713,0,2,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
714,714,0,2,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
715,715,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
716,716,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
717,717,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
718,718,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
719,719,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
720,720,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
721,721,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
722,722,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
723,723,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
724,724,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
725,725,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
726,726,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
727,727,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
728,728,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
729,729,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
730,730,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
731,731,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
732,732,0,5,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
733,733,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
734,734,0,4,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
735,735,0,3,-1,-1,-1,-1,-1,-1,-1,-1,896.0,1224.0,1536.0,1224.0,512.0,1440.0,1920.0,1440.0,0
